SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	Organism	STRAIN	SEROVAR	SEQUENCING METHOD	SEQUENCING DEPTH	STRAININFO	Culture	SYMBIONT	TYPE	PHYLOGENY	SEQUENCING STATUS	PROJECT STATUS	PHENOTYPE	RELEVANCE	DISEASE	HABITAT	PH	TEMPERATURE	ISOLATION	COUNTRY	GC(%)	AVAILABILITY	GOLDSTAMP	GOLDSTAMP OLD	GREENGENES ID	GCAT ID	TAXON ID	ENTREZ PID	IMG OID	SIZE(kb)	ORFs	CHROMOSOMES	PLASMIDS	DATA	DATABASES	INSTITUTE	FUNDING	PUBLICATION	DATE	CONTACT NAME	CONTACT EMAIL
Bacteria	Firmicutes	Bacillales		Staphylococcaceae	Staphylococcus	Staphylococcus simiae	BACTERIAL	Staphylococcus simiae	7213					CCM 7213, LMG 22723		Genome	FIRMICUTES	incomplete		Facultative, Nonmotile, Nonsporulating			Host			Gastrointestinal tracts of South American squirrel monkeys	USA		Public	Gi01605			001534_GCAT	308354			2587						454 Life Sciences, Cornell Univ		 		Stanhope MJ	mjs297@cornell.edu
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus equi	BACTERIAL	Streptococcus equi	4047							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative, Coccus-shaped	Medical, Animal Pathogen	Strangles	Host		37		United Kingdom	41	Public	Gi00606			001535_GCAT	1336	69		2300					Sanger Institute	Sanger Institute, Univ of Newcastle, Univ of Cambridge	The Home of Rest for Horses	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus gallolyticus	BACTERIAL	Streptococcus gallolyticus	NEM2135							Genome	FIRMICUTES	incomplete		Nonmotile, Nonsporulating, Anaerobe	Biotechnological	None					France		Public	Gi01038			001536_GCAT	315405									Institut Pasteur		 		Trieu-Cuot P	http://www.pasteur.fr/recherche/RAR/RAR2006/Bbpgp-en.html
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus iniae	BACTERIAL	Streptococcus iniae	9117			28.1x				Genome	FIRMICUTES	incomplete		Endemic, Beta-hemolytic, Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Fish Pathogen, Human Pathogen	Meningitis, Skin infection, Cellulitis	Host			Human clinical isolate	USA		Public	Gi01537			001538_GCAT	386894	16831							BCM-HGSC	BCM-HGSC		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus mitis	BACTERIAL	Streptococcus mitis	B6							Genome	FIRMICUTES	incomplete		Pathogen	Medical, Human Pathogen	Endocarditis	Host, Oral microflora				Germany	40	Public	Gi00609			001539_GCAT	365659			2140						Univ of Wuerzburg, AGOWA		 		Hakenbeck R	
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus mitis	BACTERIAL	Streptococcus mitis	NCTC 12261							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Human Pathogen	Endocarditis	Host, Oral microflora				USA	40	Public	Gi00610			001540_GCAT	246201	173		2200					TIGR	TIGR	NIH-NIDCR	 		Banerjei LC	banerjei@tigr.org
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae								Genome	FIRMICUTES	complete		Facultative, Pathogen	Medical, Human Pathogen	Pneumonia	Host				USA	40	Proprietary	Gi00611			001541_GCAT	1313								PathoGenome-TM	Genome Therapeutics		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	TIGR4		454			ATCC-BAA-334		Genome	FIRMICUTES	Draft	incomplete	Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Human Pathogen	Pneumonia	Host, Nasopharyngeal microflora			Blood of a 30 year old male patient in Kongsvinger Norway	USA	39.7	Public	Gi01670			001542_GCAT	170187	13923	638341207	2160	1878			NZ_AAGY00000000	NCBI	454 Life Sciences	454 Life Sciences	 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	serotype 6							Genome	FIRMICUTES	incomplete		Facultative, Pathogen	Medical, Human Pathogen	Pneumonia	Host				USA	40	Public	Gi00614			001543_GCAT	1313								Univ of Alabama	Univ of Alabama	NIH-NIAID	 		Contact	http://genome.microbio.uab.edu/strep/info/contact.htm
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	23F (Spanish 23F-1)							Genome	FIRMICUTES	incomplete		Facultative, Pathogen, Nonmotile, Nonsporulating	Medical, Human Pathogen,	Pneumonia	Host				United Kingdom	40	Public	Gi00612			001544_GCAT	216600	348		2200					Sanger Institute	Sanger Institute, Univ of Glasgow, Univ of Leicester	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	INV104B (ST 227, serotype 1)							Genome	FIRMICUTES	incomplete		Facultative, Pathogen, Nonmotile, Nonsporulating	Medical, Human Pathogen,	Pneumonia	Host				United Kingdom	40	Public	Gi01087			001545_GCAT	1313			2200					Sanger Institute	Sanger Institute, Univ of Glasgow, Univ of Leicester	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	INV200 (ST 9, serotype 14)							Genome	FIRMICUTES	incomplete		Facultative, Pathogen, Nonmotile, Nonsporulating	Medical, Human Pathogen,	Pneumonia	Host				United Kingdom	40	Public	Gi01088			001546_GCAT	1313			2200					NCBI, Sanger Institute	Sanger Institute, Univ of Glasgow, Univ of Leicester	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	OXC141 (ST 180, serotype 3)							Genome	FIRMICUTES	incomplete		Facultative, Pathogen, Nonmotile, Nonsporulating	Medical, Human Pathogen,	Pneumonia	Host				United Kingdom	40	Public	Gi01089			001547_GCAT	1313			2200					Sanger Institute	Sanger Institute, Univ of Glasgow, Univ of Leicester	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	670-6B	6B						Genome	FIRMICUTES	incomplete		Facultative, Pathogen, Nonmotile, Nonsporulating, Coccus-shaped, Alpha-hemolytic	Medical, Human Pathogen	Pneumonia, Meningitis, Otitis media	Host, Nasopharyngeal microflora		30 - 35		USA	40	Public	Gi00613			001548_GCAT	189423	292		2100						TIGR	NIH-NIAID	 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP3-BS71							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.8	Public	Gi01657			001549_GCAT	406556	17957	640963042	2000	2378			NZ_AAZZ00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP6-BS73							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.6	Public	Gi01658			001550_GCAT	406557	17959	640963056	2200	2507			NZ_ABAA00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP19-BS75							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.6	Public	Gi01659			001551_GCAT	406562	17969	640963051	2100	2480			NZ_ABAF00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP9-BS68							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.6	Public	Gi01660			001552_GCAT	406558	17961	640963054	2100	2429			NZ_ABAB00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP11-BS70							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.7	Public	Gi01661			001553_GCAT	406559	17963	640963055	2100	2365			NZ_ABAC00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP14-BS69							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.6	Public	Gi01662			001554_GCAT	406560	17965	640963053	2100	2807			NZ_ABAD00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP18-BS74							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.7	Public	Gi01663			001555_GCAT	406561	17967	640963048	2100	2415			NZ_ABAE00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pneumoniae	BACTERIAL	Streptococcus pneumoniae	SP23-BS72							Genome	FIRMICUTES	Draft	incomplete	Facultative, Pathogen, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Pneumonia	Host, Normal nasopharyngeal microflora			Nasopharynx of a child who came down with pneumonia after participating in a pneumococcal vaccine trial at the Children's Hospital of Pittsburgh	USA	39.7	Public	Gi01664			001556_GCAT	406563	17971	640963052	2100	2416			NZ_ABAG00000000		West Penn Allegheny Health System		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus pyogenes	BACTERIAL	Streptococcus pyogenes	M49 591		ABI					Genome	FIRMICUTES	Draft	incomplete	Pathogen, Facultative, Coccus-shaped, Nonmotile, Nonsporulating	Medical, Human Pathogen	Rheumatic fever	Host			Patient with a skin infection	Germany	38	Public	Gi00804			001558_GCAT	294934	13286	638341208	1327	1365			NZ_AAFV00000000	NCBI, Univ Hospital Rostock	Univ of Wuerzburg, Univ Hospital Rostock		 		Podbielski A	andreas.podbielski@med.uni-rostock.de
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus salivarius	BACTERIAL	Streptococcus salivarius	JIM8777							Genome	FIRMICUTES	incomplete		Non-Pathogen, Coccus-shaped, Facultative, Nonmotile, Nonsporulating	Medical	None	Host, Oral microflora				France		Public	Gi01039			001559_GCAT	347253	15715		1800					Genoscope	Genoscope, INRA		 		Wincker P	pwincker@genoscope.cns.fr
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus salivarius	BACTERIAL	Streptococcus salivarius	JIM8780							Genome	FIRMICUTES	incomplete		Non-Pathogen, Coccus-shaped, Facultative, Nonmotile, Nonsporulating	Medical	None	Host, Oral microflora				France		Public	Gi01040			001560_GCAT	347254	15724		1800					Genoscope	Genoscope, INRA		 		Wincker P	pwincker@genoscope.cns.fr
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus sobrinus	BACTERIAL	Streptococcus sobrinus	6715							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative, Acid-producing, Coccus-shaped, Mesophile	Medical, Human Pathogen	Dental caries, Endocarditis	Oral microflora, Host		37		USA		Public	Gi00617			001561_GCAT	246202	1420		2200						TIGR	NIH-NIDCR	 		Nelson KE	http://www.tigr.org/~kenelson/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	P1/7							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Animal Pathogen, Swine Pathogen, Human Pathogen	Meningitis, Endocarditis, Septicemia, Arthritis	Host				United Kingdom	40	Public	Gi00619			001562_GCAT	218494	352		1700					Sanger Institute	Sanger Institute, Univ of Cambridge, Univ of Newcastle, Univ of Warwick	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	BM407							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Animal Pathogen, Swine Pathogen, Human Pathogen	Meningitis, Endocarditis, Septicemia, Arthritis	Host				United Kingdom	40	Public	Gi01370			001563_GCAT	1307			2000					Sanger Institute	Sanger Institute, Univ of Cambridge, Univ of Oxford, Univ of Montreal	Wellcome Trust	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	SC84							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Animal Pathogen, Swine Pathogen, Human Pathogen	Meningitis, Endocarditis, Septicemia, Arthritis	Host				United Kingdom	40	Public	Gi01371			001564_GCAT	1307			2000					Sanger Institute	Sanger Institute, Univ of Cambridge, Univ of Oxford, Univ of Montreal	Wellcome Trust	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	89/1591		ABI					Genome	FIRMICUTES	Draft	incomplete	Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Human Pathogen, Swine Pathogen, Animal Pathogen	Meningitis, Endocarditis, Septicemia, Arthritis	Host		37	North America	USA	41	Public	Gi00618			001565_GCAT	286604	12417	638341209	1980	1896			NZ_AAFA00000000	NCBI, Joint Genome Institute	Joint Genome Institute, Univ of Montreal	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	05HAH33							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Human Pathogen, Swine Pathogen, Animal Pathogen	Meningitis, Endocarditis, Septicemia, Arthritis	Host				China		Public	Gi01542			001566_GCAT	391297	17157								Beijing Institute of Genomics		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus suis	BACTERIAL	Streptococcus suis	GZ1							Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative	Medical, Human Pathogen, Swine Pathogen, Animal Pathogen	Meningitis, Arthritis, Pneumonia	Host		37		China		Public	Gi01897			001569_GCAT	423211	18737								Chinese CDC		 			
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus thermophilus	BACTERIAL	Streptococcus thermophilus	ATCC BAA-491							Genome	FIRMICUTES	incomplete		Facultative, Thermotolerant	Food industry, Biotechnological	None					USA		Public	Gi00621			001570_GCAT	1308									Joint Genome Institute	DOE	 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus uberis	BACTERIAL	Streptococcus uberis	0140J							Genome	FIRMICUTES	complete		Pathogen, Nonmotile, Nonsporulating, Facultative, Coccus-shaped	Medical, Animal Pathogen, Cattle Pathogen	Mastitis	Host		37		United Kingdom	40	Public	Gi00625			001571_GCAT	218495	353		1700					Sanger Institute	Sanger Institute, Univ of Cambridge, Univ of Newcastle, Univ of Warwick	Beowulf Genomics	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Firmicutes	Lactobacillales		Streptococcaceae	Streptococcus	Streptococcus equi	BACTERIAL	Streptococcus equi zooepidemicus								Genome	FIRMICUTES	incomplete		Pathogen, Nonmotile, Nonsporulating, Facultative, Coccus-shaped	Medical, Animal Pathogen, Cattle Pathogen, Swine Pathogen	Opportunistic infection	Host		37		United Kingdom		Public	Gi00607			001572_GCAT	40041	12988		2300					Sanger Institute	Sanger Institute, Univ of Cambridge, Animal Health Trust	HBLB	 		Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Actinobacteria	Actinomycetales		Streptomycetaceae	Streptomyces	Streptomyces ambofaciens	BACTERIAL	Streptomyces ambofaciens	ATCC 23877					ATCC 23877		Genome	ACTINOBACTERIA	incomplete		Nonmotile, Sporulating, Aerobe, Filament-shaped	Antibiotic production, Biotechnological	None	Soil		25 - 35	wild-type	France	72	Public	Gi00626			001573_GCAT	278992	93		8000					Genoscope	Genoscope		 			
Bacteria	Actinobacteria	Actinomycetales		Streptomycetaceae	Streptomyces	Streptomyces venezuelae	BACTERIAL	Streptomyces diversa								Genome	ACTINOBACTERIA	complete		Nonmotile, Sporulating, Aerobe, Filament-shaped	Antibiotic production, Biotechnological	None	Soil				USA		Proprietary	Gi00627			001574_GCAT	54571									Diversa, Celera Genomics	Diversa	 			
Bacteria	Actinobacteria	Actinomycetales		Streptomycetaceae	Streptomyces	Streptomyces scabiei	BACTERIAL	Streptomyces scabies	87-22							Genome	ACTINOBACTERIA	incomplete		Nonmotile, Sporulating, Aerobe, Pathogen, Filament-shaped	Antibiotic production, Biotechnological, Medical, Plant Pathogen, Agricultural	Scab disease	Soil		28		USA		Public	Gi00630			001575_GCAT	1930	12985		8100					Sanger Institute	Cornell Univ, Sanger Institute	USDA, NSF	 		Loria R	rl21@cornell.edu
Bacteria	Actinobacteria	Actinomycetales		Streptomycetaceae	Streptomyces	Streptomyces noursei	BACTERIAL	Streptomyces noursei	ATCC 11455							Genome	ACTINOBACTERIA	incomplete		Nonmotile, Sporulating, Aerobe, Filament-shaped, Nystatin producer	Antibiotic production, Biotechnological, Nystatin producer	None	Soil				Germany		Proprietary	Gi00628			001576_GCAT	316284	13659								Norwegian Univ of Science and Technology, QIAGEN	QIAGEN	 		Zotchev SB	http://www.biotech.ntnu.no/molgen/members2/sergey.html
Bacteria	Actinobacteria	Actinomycetales		Streptomycetaceae	Streptomyces	Streptomyces peucetius	BACTERIAL	Streptomyces peucetius	ATCC 27952					ATCC 27952		Genome	ACTINOBACTERIA	incomplete		Sporulating, Nonmotile, Aerobe, Filament-shaped	Antibiotic production, Biotechnological	None	Soil				Korea		Public	Gi00629			001577_GCAT	316280	13658								IBR, Sunmoon Univ, Gene Chem Inc.	MIC	 			
Bacteria	Proteobacteria	Rhodobacterales		Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. GAI-109	BACTERIAL	Sulfitobacter sp.	GAI-109							Genome	PROTEOBACTERIA-ALPHA	incomplete		DMSP degrader, Aerobe, Mesophile, Rod-shaped	Environmental, MMI	None	Marine			Surface seawater obtained off the coast of Georgia	USA		Public	Gi00887			001578_GCAT	314268	13560		5000					JCVI	J Craig Venter Institute, Univ of Georgia	Moore Foundation	 		Moran MA	http://alpha.marsci.uga.edu/directory/mmoran.htm
Bacteria	Proteobacteria	Rhodobacterales		Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. EE-36	BACTERIAL	Sulfitobacter sp.	EE-36		ABI					Genome	PROTEOBACTERIA-ALPHA	Draft	incomplete		Environmental, MMI	None	Surface water, Marine			Surface waters of coastal Georgia	USA	61	Public	Gi00888			001579_GCAT	52598	13501	638341211	3547	3474			NZ_AALV00000000	NCBI, RoseoBase, JCVI	Univ of Georgia, J Craig Venter Institute	Moore Foundation	 		Moran MA	http://alpha.marsci.uga.edu/directory/mmoran.htm
Bacteria	Proteobacteria	Rhodobacterales		Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. NAS-14.1	BACTERIAL	Sulfitobacter sp.	NAS-14.1		ABI					Genome	PROTEOBACTERIA-ALPHA	Draft	incomplete	Aerobe, Rod-shaped, Motile	Environmental, MMI	None	Surface water, Marine			Surface waters of the North Atlantic Ocean	USA	61	Public	Gi00889			001580_GCAT	314267	13591	638341212	4003	3962			NZ_AALZ00000000	NCBI, RoseoBase, JCVI	J Craig Venter Institute, Univ of Georgia	Moore Foundation	 		Moran MA	http://alpha.marsci.uga.edu/directory/mmoran.htm
Bacteria	Aquificae	Aquificales		Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	BACTERIAL	Sulfurihydrogenibium azorense	Az-Fu1					JCM 12773, OCM 840		Genome	AQUIFICAE	complete		Thermophile, Sulfur oxidizer, Heterotroph, Rod-shaped, Motile, Facultative	Biotechnological	None	Aquatic, Hot spring			Terrestrial hot spring in the Azores	USA		Public	Gi00634			001581_GCAT	204536	12529		1640						Portland State Univ, TIGR	NSF	 		Reysenbach AL	reysenbacha@pdx.edu
Bacteria	Aquificae	Aquificales		Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium sp. YO3AOP1	BACTERIAL	Sulfurihydrogenibium sp.	YO3AOP1							Genome	AQUIFICAE	incomplete		Thermophile, Sulfur oxidizer, Heterotroph, Rod-shaped, Motile, Facultative	Biotechnological	None	Aquatic, Hot spring				USA		Public	Gi01984			002611_GCAT	436114	18889								Joint Genome Institute		 		Richardson P	microbes@cuba.jgi-psf.org
Bacteria	Aquificae	Aquificales		Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense	BACTERIAL	Sulfurihydrogenibium yellowstonense	SS-5							Genome	AQUIFICAE	incomplete		Thermophile, Sulfur oxidizer, Heterotroph, Rod-shaped, Motile, Facultative	Biotechnological	None	Aquatic, Hot spring		70	Calcite Hot Springs in Yellowstone National Park	USA		Public	Gi01958			002584_GCAT	432331	19071								Portland State Univ, TIGR	NSF	 		Reysenbach AL	reysenbacha@pdx.edu
Bacteria	Firmicutes	Lactobacillales		unclassified	Symbiobacterium	Symbiobacterium toebii	BACTERIAL	Symbiobacterium toebii								Genome	FIRMICUTES	complete		Thermophile, Symbiont, Nonmotile, Nonsporulating, Microaerophilic, Heterotroph, Rod-shaped	Biotechnological	None			60	Hay compost in Korea	Korea		Public	Gi00636			001583_GCAT	120580	15726		3474	3942					KRIBB, Dragon Genomics	MOST	 		Moon-Hee S	smoonhee@kribb.re.kr
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. PCC 7002	BACTERIAL	Synechococcus sp.	PCC 7002							Genome	CYANOBACTERIA	incomplete		Photosynthetic, Ocean carbon cycle, Motile, Photoautotroph	Biotechnological	None	Marine, Mud			1961 from a mud sample that came from the fish pens from Magueyes Island in Puerto Rico	China		Public	Gi00640			001584_GCAT	32049	186		3200					NCBI, PSU	Beijing Univ, Penn State Univ		 		Zhao J	jzhao@pku.edu.cn
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. WH 7805	BACTERIAL	Synechococcus sp	WH7805		ABI					Genome	CYANOBACTERIA	Draft	incomplete	Photoautotroph	Environmental, MMI	None	Marine				USA	57.6	Public	Gi00890			001587_GCAT	59931	13553	638341215	2607	2883			NZ_AAOK00000000	NCBI, JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. WH 5701	BACTERIAL	Synechococcus sp	WH5701		ABI					Genome	CYANOBACTERIA	Draft	incomplete	Photoautotroph	Environmental, MMI	None	Marine			Long Island Sound	USA	65.4	Public	Gi00891			001588_GCAT	69042	13554	638341214	3006	3346			NZ_AANO00000000	NCBI, JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. RS9917	BACTERIAL	Synechococcus sp	RS9917 (= RCC556)		ABI					Genome	CYANOBACTERIA	Draft	incomplete	Mesophile, Photoautotroph	Environmental, MMI	None	Aquatic, Marine			Eliat in the Red Sea at a depth of 10m	USA	64.5	Public	Gi00892			001589_GCAT	221360	13555	638341213	2538	2770			NZ_AANP00000000	NCBI, JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. RS9916	BACTERIAL	Synechococcus sp	RS9916 (= RCC555)		ABI					Genome	CYANOBACTERIA	Draft	incomplete	Mesophile, Photoautotroph	Environmental, MMI	None	Marine, Red Sea			Eliat Red Sea at a depth of 10 meters	USA	59.8	Public	Gi00893			001590_GCAT	221359	13557	639857007	2661	2961			NZ_AAUA00000000	NCBI, JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
Bacteria	Cyanobacteria	Chroococcales		unclassified	Synechococcus	Synechococcus sp. MIT S9220	BACTERIAL	Synechococcus sp	MITS9220							Genome	CYANOBACTERIA	incomplete		Photoautotroph	Environmental, MMI	None	Marine			Tropical Atlantic at a depth of 105m	USA		Public	Gi00894			001591_GCAT	166309	19375		2500					JCVI	J Craig Venter Institute, Univ of Warwick	Moore Foundation	 		Scanlan DJ	http://www.bio.warwick.ac.uk/res/frame.asp?ID=60
